datetime,holdings,cash,total,returns
2004-02-27,5980.038108257411,93635.43639572662,99615.47450398403,0.002215051982010552
2004-03-01,6004.811752698944,93635.43639572662,99640.24814842555,0.0002486927313740672
2004-03-02,5952.4674394434505,93635.43639572662,99587.90383517007,-0.0005253330278494062
2004-03-03,5980.038108257411,93635.43639572662,99615.47450398403,0.0002768475663428305
2004-03-04,6290.108238686904,93635.43639572662,99925.54463441353,0.0031126703152639656
2004-03-05,6684.888250110017,93635.43639572662,100320.32464583663,0.003950741653372392
2004-03-08,6499.885066619227,93635.43639572662,100135.32146234585,-0.0018441246491566199
2004-03-09,6774.792604938158,93635.43639572662,100410.22900066478,0.002745360321455781
2004-03-10,6919.838297394217,93635.43639572662,100555.27469312084,0.0014445310393136346
2004-03-11,6787.5790020692675,93635.43639572662,100423.01539779588,-0.0013152894836058193
2004-03-12,6889.870179118173,93635.43639572662,100525.30657484478,0.0010186029232810423
2004-03-15,6612.565191337159,93635.43639572662,100248.00158706377,-0.0027585589860852355
2004-03-16,6455.132676660331,93635.43639572662,100090.56907238695,-0.0015704304543178171
2004-03-17,6547.434480950552,93635.43639572662,100182.87087667717,0.0009221828304670776
2004-03-18,6417.5726350876885,93635.43639572662,100053.00903081431,-0.001296247998549771
2004-03-19,6465.122049419013,93635.43639572662,100100.55844514564,0.0004752422220173358
2004-03-22,6465.122049419013,93635.43639572662,100100.55844514564,0
2004-03-23,6322.473806425034,93635.43639572662,99957.91020215166,-0.0014250494223980725
2004-03-24,6374.818119680527,93635.43639572662,100010.25451540714,0.0005236635414809232
2004-03-25,6717.653392758494,93635.43639572662,100353.08978848511,0.0034280012058678366
2004-03-26,6760.008333255308,93635.43639572662,100395.44472898192,0.00042205915718263043
2004-03-29,6977.377084484228,93635.43639572662,100612.81348021084,0.0021651256370815997
2004-03-30,6980.174108856658,93635.43639572662,100615.61050458328,2.7799882298173983e-05
2004-03-31,6760.008333255308,93635.43639572662,100395.44472898192,-0.002188187046694212
2004-04-01,6777.589629310587,93635.43639572662,100413.02602503721,0.00017512045594059167
2004-04-02,6875.085907435322,93635.43639572662,100510.52230316194,0.0009709524947532078
2004-04-05,7080.067836443478,93635.43639572662,100715.50423217009,0.0020394076591292443
2004-04-06,6957.398338966862,93635.43639572662,100592.83473469348,-0.0012179802743561563
2004-04-07,6827.536493103996,93635.43639572662,100462.97288883061,-0.0012909651686957568
2004-04-08,6882.677830731923,93635.43639572662,100518.11422645854,0.0005488722465831763
2004-04-12,7010.1422271327065,93635.43639572662,100645.57862285932,0.0012680738927675073
2004-04-13,6732.437664441344,93635.43639572662,100367.87406016796,-0.0027592326110218446
2004-04-14,6660.114605668487,93635.43639572662,100295.5510013951,-0.0007205797617024778
2004-04-15,7325.007256486362,93635.43639572662,100960.44365221298,0.006629333446791064
2004-04-16,7295.039138210317,93635.43639572662,100930.47553393693,-0.0002968302950340229
2004-04-19,7087.659759740078,93635.43639572662,100723.0961554667,-0.00205467553157912
2004-04-20,6932.624694525332,93635.43639572662,100568.06109025195,-0.0015392206071133119
2004-04-21,6932.624694525332,93635.43639572662,100568.06109025195,0
2004-04-22,6945.011516746097,93635.43639572662,100580.44791247271,0.0001231685496017043
2004-04-23,6925.032771228733,93635.43639572662,100560.46916695536,-0.0001986344854492117
2004-04-26,6782.384528234752,93635.43639572662,100417.82092396136,-0.0014185319954818087
2004-04-27,6734.8351139034285,93635.43639572662,100370.27150963005,-0.0004735156956584552
2004-04-28,6612.565191337159,93635.43639572662,100248.00158706377,-0.0012181886202683456
2004-04-29,6692.480173406618,93635.43639572662,100327.91656913323,0.0007971728194506866
2004-04-30,6445.143303901651,93635.43639572662,100080.57969962827,-0.00246528461830986
2004-05-03,6517.466362674508,93635.43639572662,100152.90275840112,0.0007226482799151945
2004-05-04,6535.047658729787,93635.43639572662,100170.4840544564,0.0001755445480966511
2004-05-05,6662.51205513057,93635.43639572662,100297.94845085719,0.0012724745977217289
2004-05-06,6644.930759075291,93635.43639572662,100280.3671548019,-0.00017529068467336817
2004-05-07,6667.306954054738,93635.43639572662,100302.74334978136,0.00022313634876214294
2004-05-10,6569.810675930001,93635.43639572662,100205.24707165662,-0.0009720200551718294
2004-05-11,6785.181552607184,93635.43639572662,100420.6179483338,0.0021492973968038065
2004-05-12,6825.139043641914,93635.43639572662,100460.57543936853,0.0003979012662049808
2004-05-13,6797.568374827951,93635.43639572662,100433.00477055457,-0.000274442672594466
2004-05-14,6764.8032321794735,93635.43639572662,100400.23962790609,-0.00032623879693072233
2004-05-17,6660.114605668487,93635.43639572662,100295.5510013951,-0.0010427129148194991
2004-05-18,6764.8032321794735,93635.43639572662,100400.23962790609,0.0010438012999154367
2004-05-19,6617.360090261327,93635.43639572662,100252.79648598794,-0.0014685536853755732
2004-05-20,6677.296326813419,93635.43639572662,100312.73272254004,0.0005978510191531061
2004-05-21,6777.589629310587,93635.43639572662,100413.02602503721,0.000999806303498607
2004-05-24,6835.128416400595,93635.43639572662,100470.56481212721,0.0005730211444445743
2004-05-25,7102.444031422926,93635.43639572662,100737.88042714955,0.002660636132803651
2004-05-26,7127.617250774803,93635.43639572662,100763.05364650142,0.00024988831654115806
2004-05-27,7042.507794870836,93635.43639572662,100677.94419059745,-0.0008446494307581265
2004-05-28,7014.937126056872,93635.43639572662,100650.37352178349,-0.0002738501370446178
2004-06-01,7014.937126056872,93635.43639572662,100650.37352178349,0
2004-06-02,7229.908427823709,93635.43639572662,100865.34482355033,0.0021358221956355727
2004-06-03,7100.046581960843,93635.43639572662,100735.48297768745,-0.001287477340111698
2004-06-04,7195.145410623495,93635.43639572662,100830.5818063501,0.0009440449963764586
2004-06-07,7452.471652887144,93635.43639572662,101087.90804861377,0.002552065431476569
2004-06-08,7587.527972584527,93635.43639572662,101222.96436831115,0.0013360284360859342
2004-06-09,7549.967931011884,93635.43639572662,101185.4043267385,-0.0003710624541283236
2004-06-10,7685.0242507092635,93635.43639572662,101320.46064643588,0.0013347411180102409
2004-06-14,7529.989185494517,93635.43639572662,101165.42558122113,-0.0015301456806019464
2004-06-15,7672.637428488496,93635.43639572662,101308.07382421511,0.0014100493540596393
2004-06-16,8184.892463553712,93635.43639572662,101820.32885928033,0.00505640879081426
2004-06-17,8202.473759608993,93635.43639572662,101837.91015533562,0.0001726698023101214
2004-06-18,8227.646978960871,93635.43639572662,101863.08337468749,0.00024718908030885167
2004-06-21,8082.601286504808,93635.43639572662,101718.03768223143,-0.001423927959479987
2004-06-22,8250.02317394032,93635.43639572662,101885.45956966694,0.001645940987954786
2004-06-23,8425.036984672428,93635.43639572662,102060.47338039905,0.0017177506139867127
2004-06-24,8295.175138809564,93635.43639572662,101930.61153453618,-0.0012724009752419496
2004-06-25,8425.036984672428,93635.43639572662,102060.47338039905,0.0012740220421307846
2004-06-28,8122.558777539536,93635.43639572662,101757.99517326616,-0.0029637155023326534
2004-06-29,8124.956227001615,93635.43639572662,101760.39262272824,2.3560305585812458e-05
2004-06-30,8134.9455997603,93635.43639572662,101770.38199548691,9.816562712883226e-05
2004-07-01,8075.00936320821,93635.43639572662,101710.44575893483,-0.00058893594950582
2004-07-02,7770.133706613232,93635.43639572662,101405.57010233984,-0.002997486190529308
2004-07-06,7737.368563964756,93635.43639572662,101372.80495969138,-0.00032310989046657745
2004-07-07,7597.517345343207,93635.43639572662,101232.95374106982,-0.0013795733350493444
2004-07-08,7535.183659329031,93635.43639572662,101170.62005505565,-0.0006157450090176209
2004-07-09,7507.61299051507,93635.43639572662,101143.04938624169,-0.00027251655469695546
2004-07-12,7285.049765451634,93635.43639572662,100920.48616117825,-0.0022004796811446736
2004-07-13,7305.028510968998,93635.43639572662,100940.46490669562,0.00019796521278592216
2004-07-14,7394.932865797138,93635.43639572662,101030.36926152375,0.0008906671364277141
2004-07-15,8232.441877885038,93635.43639572662,101867.87827361166,0.008289675849050493
2004-07-16,8049.8361438563325,93635.43639572662,101685.27253958295,-0.0017925742356018626
2004-07-19,7992.297356766323,93635.43639572662,101627.73375249295,-0.000565851727127975
2004-07-20,8049.8361438563325,93635.43639572662,101685.27253958295,0.0005661720965866035
2004-07-21,7904.7904514002685,93635.43639572662,101540.22684712689,-0.0014264178954684903
2004-07-22,7919.974297993464,93635.43639572662,101555.41069372008,0.00014953528335182042
2004-07-23,7675.034877950583,93635.43639572662,101310.4712736772,-0.002411879567712938
2004-07-26,7814.88609657213,93635.43639572662,101450.32249229874,0.0013804221504778447
2004-07-27,8107.374930946339,93635.43639572662,101742.81132667296,0.0028830744662879937
2004-07-28,8067.417439911612,93635.43639572662,101702.85383563823,-0.0003927303611301891
2004-07-29,8160.11881911218,93635.43639572662,101795.5552148388,0.0009114924085646958
2004-07-30,8084.998735966891,93635.43639572662,101720.4351316935,-0.0007379505223655825
2004-08-02,7894.801078641586,93635.43639572662,101530.2374743682,-0.0018698077439313066
2004-08-03,7822.478019868729,93635.43639572662,101457.91441559534,-0.0007123302434027812
2004-08-04,7947.544966807428,93635.43639572662,101582.98136253405,0.0012326977905972036
2004-08-05,7847.651239220606,93635.43639572662,101483.08763494722,-0.0009833707009475612
2004-08-06,7444.879729590545,93635.43639572662,101080.31612531716,-0.003968853520489146
2004-08-09,7575.14115036376,93635.43639572662,101210.57754609038,0.0012886922574690818
2004-08-10,7880.016806958736,93635.43639572662,101515.45320268536,0.0030122904540894613
2004-08-11,7752.552410557954,93635.43639572662,101387.98880628457,-0.001255615695733403
2004-08-12,7592.3228715086925,93635.43639572662,101227.7592672353,-0.0015803601682582435
2004-08-13,7709.797895150794,93635.43639572662,101345.23429087742,0.0011605020647744713
2004-08-16,7695.013623467945,93635.43639572662,101330.45001919457,-0.00014588028520823304
2004-08-17,7717.389818447392,93635.43639572662,101352.82621417401,0.0002208239968854997
2004-08-18,7935.158144586661,93635.43639572662,101570.59454031328,0.002148616217954258
2004-08-19,7677.432327412665,93635.43639572662,101312.86872313928,-0.002537405814550975
2004-08-20,7699.808522392112,93635.43639572662,101335.24491811873,0.00022086231750662044
2004-08-23,7770.133706613232,93635.43639572662,101405.57010233984,0.0006939854369321097
2004-08-24,7987.502457842155,93635.43639572662,101622.93885356878,0.0021435582977302747
2004-08-25,8262.409996161086,93635.43639572662,101897.84639188771,0.0027051720942163904
2004-08-26,8665.181505791144,93635.43639572662,102300.61790151776,0.00395269894204664
2004-08-27,8587.663973183771,93635.43639572662,102223.10036891038,-0.0007577425649765157
2004-08-30,8530.125186093763,93635.43639572662,102165.56158182038,-0.0005628746035127863
2004-08-31,8622.426990383985,93635.43639572662,102257.8633861106,0.0009034532073344259
2004-09-01,8964.862688551606,93635.43639572662,102600.29908427823,0.0033487468525978947
2004-09-02,8914.915824758196,93635.43639572662,102550.35222048481,-0.0004868101188709728
2004-09-03,8807.430173874778,93635.43639572662,102442.86656960139,-0.0010481256139649453
2004-09-07,8940.089044110075,93635.43639572662,102575.5254398367,0.001294954687207861
2004-09-08,9087.532186028224,93635.43639572662,102722.96858175485,0.0014374105449221908
2004-09-09,8924.905197516877,93635.43639572662,102560.3415932435,-0.001583160910910708
2004-09-10,8967.659712924034,93635.43639572662,102603.09610865066,0.0004168718116863701
2004-09-13,8897.334528702913,93635.43639572662,102532.77092442953,-0.0006854099621580456
2004-09-14,8872.560884261382,93635.43639572662,102507.997279988,-0.00024161684326062804
2004-09-15,8799.838250578177,93635.43639572662,102435.2746463048,-0.0007094337574908849
2004-09-16,9087.532186028224,93635.43639572662,102722.96858175485,0.0028085436041775935
2004-09-17,9284.922191739777,93635.43639572662,102920.3585874664,0.0019215761424813405
2004-09-20,9427.570434733758,93635.43639572662,103063.00683046038,0.0013860060822927789
2004-09-21,9502.290942968699,93635.43639572662,103137.72733869532,0.0007249983338624144
2004-09-22,9230.180429022199,93635.43639572662,102865.61682474881,-0.0026383217952138383
2004-09-23,9317.287759477907,93635.43639572662,102952.72415520453,0.0008468070590013088
2004-09-24,9322.482233312423,93635.43639572662,102957.91862903904,5.045494305400133e-05
2004-09-27,9382.418469864515,93635.43639572662,103017.85486559113,0.0005821430478605283
2004-09-28,9509.882866265298,93635.43639572662,103145.31926199191,0.001237303927237532
2004-09-29,9670.112405314556,93635.43639572662,103305.54880104118,0.0015534349032579886
2004-09-30,9687.29412645949,93635.43639572662,103322.7305221861,0.00016631944115630404
2004-10-01,9667.315380942122,93635.43639572662,103302.75177666874,-0.00019336253906954148
2004-10-04,9697.68307412852,93635.43639572662,103333.11946985514,0.00029396790176572374
2004-10-05,9842.329191674235,93635.43639572662,103477.76558740085,0.0013998040346387963
2004-10-06,10159.991245400324,93635.43639572662,103795.42764112694,0.003069858069729703
2004-10-07,9905.062452598757,93635.43639572662,103540.49884832537,-0.002456069584134135
2004-10-08,9764.811659066863,93635.43639572662,103400.24805479348,-0.0013545501044700536
2004-10-11,9647.33663542476,93635.43639572662,103282.77303115137,-0.0011361193599831454
2004-10-12,9572.616127189822,93635.43639572662,103208.05252291643,-0.0007234556745722154
2004-10-13,9937.428020336887,93635.43639572662,103572.8644160635,0.00353472315608383
2004-10-14,11244.837126993194,93635.43639572662,104880.27352271981,0.012623085342163609
2004-10-15,11375.098547766403,93635.43639572662,105010.53494349302,0.0012420011542493281
2004-10-18,11937.300446625031,93635.43639572662,105572.73684235165,0.005353766640281865
2004-10-19,11854.988015093491,93635.43639572662,105490.42441082011,-0.0007796750751517534
2004-10-20,11867.37483731426,93635.43639572662,105502.81123304088,0.00011742129477587682
2004-10-21,11984.849860956358,93635.43639572662,105620.28625668297,0.0011134776625298937
2004-10-22,11852.590565631404,93635.43639572662,105488.02696135802,-0.0012522148917825104
2004-10-25,11887.353582831625,93635.43639572662,105522.78997855824,0.0003295446715763095
2004-10-26,11992.441784252955,93635.43639572662,105627.87817997957,0.0009958815668413834
2004-10-27,12575.022003539292,93635.43639572662,106210.45839926592,0.005515402082522991
2004-10-28,13047.31954756978,93635.43639572662,106682.75594329639,0.004446808263033786
2004-10-29,13100.06343573562,93635.43639572662,106735.49983146224,0.000494399377851451
2004-11-01,13112.450257956387,93635.43639572662,106747.886653683,0.00011605156897487312
2004-11-02,13374.970974054553,93635.43639572662,107010.40736978117,0.002459259141587067
2004-11-03,13827.289772567672,93635.43639572662,107462.72616829429,0.0042268673639387355
2004-11-04,13612.31847080084,93635.43639572662,107247.75486652745,-0.0020004266542631433
2004-11-05,13679.846630649527,93635.43639572662,107315.28302637614,0.0006296463728563406
2004-11-08,13595.136749655901,93635.43639572662,107230.57314538251,-0.0007893552400435322
2004-11-09,13512.424743214016,93635.43639572662,107147.86113894063,-0.0007713472381588593
2004-11-10,13687.438553946125,93635.43639572662,107322.87494967274,0.0016333859479020774
2004-11-11,13824.892323105589,93635.43639572662,107460.3287188322,0.001280749972677464
2004-11-12,13874.839186898998,93635.43639572662,107510.27558262562,0.00046479351393102775
2004-11-15,13810.108051422741,93635.43639572662,107445.54444714935,-0.0006020925453448234
2004-11-16,13733.78924354641,93635.43639572662,107369.22563927303,-0.0007103022118694069
2004-11-17,13724.998595518768,93635.43639572662,107360.43499124539,-8.18730690782532e-05
2004-11-18,13847.668092995384,93635.43639572662,107483.104488722,0.0011425950117156525
2004-11-19,13792.52675536746,93635.43639572662,107427.96315109408,-0.0005130233062230483
2004-11-22,15337.283358770053,93635.43639572662,108972.71975449668,0.014379464695145838
2004-11-23,15317.304613252683,93635.43639572662,108952.7410089793,-0.00018333712843354721
2004-11-24,16012.564957256953,93635.43639572662,109648.00135298357,0.006381301999065503
2004-11-26,16137.631904195654,93635.43639572662,109773.06829992228,0.0011406222219780826
2004-11-29,17109.797661070592,93635.43639572662,110745.23405679721,0.00885614087253872
2004-11-30,16762.567063978808,93635.43639572662,110398.00345970542,-0.0031353999117804676
2004-12-01,16947.570247469594,93635.43639572662,110583.00664319622,0.0016757837795347008
2004-12-02,16302.656342169079,93635.43639572662,109938.0927378957,-0.005831944028989677
2004-12-03,15670.129259089335,93635.43639572662,109305.56565481596,-0.0057534842321465
2004-12-06,16444.90501025271,93635.43639572662,110080.34140597933,0.007088163777589251
2004-12-07,15722.473572344828,93635.43639572662,109357.90996807144,-0.006562765237469015
2004-12-08,15819.969850469566,93635.43639572662,109455.40624619619,0.0008915338465522726
2004-12-09,15997.381110663755,93635.43639572662,109632.81750639038,0.0016208542481230825
2004-12-10,16287.472495575887,93635.43639572662,109922.9088913025,0.0026460269060879504
2004-12-13,16227.536259023796,93635.43639572662,109862.97265475041,-0.0005452570092678855
2004-12-14,16322.635087686447,93635.43639572662,109958.07148341306,0.0008656131029833869
2004-12-15,16315.043164389845,93635.43639572662,109950.47956011647,-6.904380182537473e-05
2004-12-16,16649.087789440182,93635.43639572662,110284.5241851668,0.0030381370448473444
2004-12-17,16247.515004541154,93635.43639572662,109882.95140026778,-0.0036412433010526435
2004-12-20,15680.118631848016,93635.43639572662,109315.55502757464,-0.005163643362893433
2004-12-21,15922.66060242882,93635.43639572662,109558.09699815544,0.0022187324623619276
2004-12-22,15937.444874111665,93635.43639572662,109572.88126983828,0.0001349445827185658
2004-12-23,16002.575584498274,93635.43639572662,109638.0119802249,0.0005944053823521145
2004-12-27,15790.001732193521,93635.43639572662,109425.43812792013,-0.0019388700001520265
2004-12-28,16044.930524995085,93635.43639572662,109680.3669207217,0.002329703194823507
2004-12-29,16110.061235381689,93635.43639572662,109745.4976311083,0.0005938228710857807
2004-12-30,16199.965590209827,93635.43639572662,109835.40198593645,0.000819207682946077
2004-12-31,16100.071862623012,93635.43639572662,109735.50825834963,-0.0009094857011550106
2005-01-03,15822.367299931653,93635.43639572662,109457.80369565827,-0.0025306718590810684
2005-01-04,15984.994288442991,93635.43639572662,109620.43068416961,0.0014857505177385821
2005-01-05,16124.845507064538,93635.43639572662,109760.28190279116,0.0012757769491389404
2005-01-06,16137.631904195654,93635.43639572662,109773.06829992228,0.00011649384376077876
2005-01-07,17312.38214061666,93635.43639572662,110947.81853634329,0.010701625222056865
2005-01-10,17240.059081843807,93635.43639572662,110875.49547757042,-0.0006518655321661182
2005-01-11,16140.029353657737,93635.43639572662,109775.46574938436,-0.009921306087047888
2005-01-12,16364.990028183258,93635.43639572662,110000.42642390987,0.0020492800735556482
2005-01-13,17449.835909776128,93635.43639572662,111085.27230550275,0.009862197055602318
2005-01-14,17550.129212273296,93635.43639572662,111185.56560799992,0.0009028496794907248
2005-01-18,17662.40976208088,93635.43639572662,111297.8461578075,0.001009848258571866
2005-01-19,17469.81465529348,93635.43639572662,111105.2510510201,-0.0017304477439241683
2005-01-20,17614.860347749556,93635.43639572662,111250.29674347618,0.001305480083830357
2005-01-21,17622.452271046157,93635.43639572662,111257.88866677278,6.824182513520682e-05
2005-01-24,17689.980430894844,93635.43639572662,111325.41682662145,0.000606951656712873
2005-01-25,18012.4373835451,93635.43639572662,111647.87377927171,0.0028965258953619344
2005-01-26,18062.384247338512,93635.43639572662,111697.82064306513,0.00044736063574446483
2005-01-27,18159.880525463243,93635.43639572662,111795.31692118986,0.0008728574788963162
2005-01-28,18495.12387524461,93635.43639572662,112130.56027097123,0.0029987244458342666
2005-01-31,19225.147236449095,93635.43639572662,112860.58363217571,0.006510476353996042
2005-02-01,19382.579751125926,93635.43639572662,113018.01614685255,0.001394929120603683
2005-02-02,19907.62118332225,93635.43639572662,113543.05757904887,0.004645643677854805
2005-02-03,19452.5053604367,93635.43639572662,113087.94175616332,-0.004008310438255558
2005-02-04,19709.83160270035,93635.43639572662,113345.26799842696,0.0022754525218833255
2005-02-07,19735.004822052233,93635.43639572662,113370.44121777885,0.0002220932536172171
2005-02-08,20224.883662138,93635.43639572662,113860.32005786462,0.004321045546120228
2005-02-09,19685.057958258818,93635.43639572662,113320.49435398544,-0.004741122312012069
2005-02-10,19589.95912959617,93635.43639572662,113225.39552532279,-0.0008392023808648785
2005-02-11,20302.40119474537,93635.43639572662,113937.83759047199,0.006292246203634333
2005-02-14,21157.49150288855,93635.43639572662,114792.92789861516,0.007504884472326445
2005-02-15,22102.486165859875,93635.43639572662,115737.92256158649,0.008232167959039582
2005-02-16,22532.428769393548,93635.43639572662,116167.86516512017,0.003714794546315625
2005-02-17,21952.645574479648,93635.43639572662,115588.08197020626,-0.004990908579492359
2005-02-18,21702.511680602245,93635.43639572662,115337.94807632886,-0.002164011112684383
2005-02-22,21322.515940861977,93635.43639572662,114957.9523365886,-0.0032946289237674176
2005-02-23,22057.334200990626,93635.43639572662,115692.77059671725,0.00639206114229629
2005-02-24,22232.348011722734,93635.43639572662,115867.78440744935,0.001512746300649681
2005-02-25,22247.531858315935,93635.43639572662,115882.96825404256,0.00013104459251422895
2005-02-28,22430.137592344647,93635.43639572662,116065.57398807126,0.001575777155003344
2005-03-01,22249.929307778013,93635.43639572662,115885.36570350463,-0.00155264199688665
2005-03-02,22060.530800273405,93635.43639572662,115695.96719600003,-0.0016343608733926374
2005-03-03,20894.97078679039,93635.43639572662,114530.40718251701,-0.010074335707038529
2005-03-04,21404.82837239352,93635.43639572662,115040.26476812013,0.00445172245647063
2005-03-07,21374.860254117473,93635.43639572662,115010.2966498441,-0.00026050112398856573
2005-03-08,20264.841153172732,93635.43639572662,113900.27754889935,-0.00965147585284698
2005-03-09,19675.06858550014,93635.43639572662,113310.50498122675,-0.005177973051201712
2005-03-10,19914.813531708503,93635.43639572662,113550.24992743513,0.002115822767254416
2005-03-11,20134.97930730986,93635.43639572662,113770.41570303647,0.0019389281462791619
2005-03-14,20160.152526661732,93635.43639572662,113795.58892238836,0.0002212633152154364
2005-03-15,20479.812454939558,93635.43639572662,114115.24885066618,0.002809071347184
2005-03-16,20590.095130195405,93635.43639572662,114225.53152592202,0.0009664148864116928
2005-03-17,21125.125935150423,93635.43639572662,114760.56233087704,0.004683986126460704
2005-03-18,21479.948455538808,93635.43639572662,115115.38485126542,0.003091850660032147
2005-03-21,21849.954822520383,93635.43639572662,115485.39121824701,0.0032142216912156574
2005-03-22,21414.8177451522,93635.43639572662,115050.25414087882,-0.0037678971580556997
2005-03-23,21274.966526530647,93635.43639572662,114910.40292225726,-0.001215566359812792
2005-03-24,21249.793307178774,93635.43639572662,114885.22970290539,-0.0002190682367453345
2005-03-28,21264.977153771968,93635.43639572662,114900.41354949858,0.0001321653499972708
2005-03-29,20874.992041273024,93635.43639572662,114510.42843699965,-0.0033941140893364308
2005-03-30,21400.033473469357,93635.43639572662,115035.46986919598,0.004585097089957912
2005-03-31,20835.03455023829,93635.43639572662,114470.47094596492,-0.004911519237270956
2005-04-01,20445.049437739344,93635.43639572662,114080.48583346597,-0.003406862130260979
2005-04-04,20544.943165326167,93635.43639572662,114180.37956105279,0.0008756425505818122
2005-04-05,20944.9176505838,93635.43639572662,114580.35404631041,0.00350300539195314
2005-04-06,21165.08342618515,93635.43639572662,114800.51982191176,0.0019214967298177843
2005-04-07,21780.029213209615,93635.43639572662,115415.46560893624,0.005356646363434914
2005-04-08,21869.933568037748,93635.43639572662,115505.36996376436,0.000778962804973915
2005-04-11,20960.10149717699,93635.43639572662,114595.53789290361,-0.00787696772146762
2005-04-12,21330.107864158574,93635.43639572662,114965.5442598852,0.0032288025675779597
2005-04-13,20519.769945974287,93635.43639572662,114155.2063417009,-0.007048528525664066
2005-04-14,18629.780620031645,93635.43639572662,112265.21701575826,-0.016556312992727973
2005-04-15,17674.796584301643,93635.43639572662,111310.23298002826,-0.008506499707705117
2005-04-18,17809.85290399902,93635.43639572662,111445.28929972564,0.0012133324680185797
2005-04-19,18545.070739038023,93635.43639572662,112180.50713476464,0.006597118995866014
2005-04-20,17755.11114128145,93635.43639572662,111390.54753700807,-0.007041861531322802
2005-04-21,18569.844383479554,93635.43639572662,112205.28077920616,0.007314204483350961
2005-04-22,17749.91666744693,93635.43639572662,111385.35306317355,-0.007307389726567748
2005-04-25,18489.929401410103,93635.43639572662,112125.36579713672,0.006643716733056193
2005-04-26,18095.149389986986,93635.43639572662,111730.5857857136,-0.003520880477102528
2005-04-27,17974.87734197245,93635.43639572662,111610.31373769906,-0.0010764469475279537
2005-04-28,17769.895412964295,93635.43639572662,111405.33180869091,-0.0018365859045059718
2005-04-29,18030.018679600376,93635.43639572662,111665.45507532699,0.0023349265462695445
2005-05-02,18215.02186309117,93635.43639572662,111850.45825881779,0.0016567629027794961
2005-05-03,18105.138762745668,93635.43639572662,111740.57515847229,-0.0009824108193748904
2005-05-04,18575.03885731407,93635.43639572662,112210.47525304068,0.004205277213778169
2005-05-05,18340.088810029873,93635.43639572662,111975.5252057565,-0.0020938334567638384
2005-05-06,18619.791247272966,93635.43639572662,112255.22764299958,0.002497889040744772
2005-05-09,18485.134502485926,93635.43639572662,112120.57089821255,-0.001199558787723265
2005-05-10,18209.827389256654,93635.43639572662,111845.26378498327,-0.0024554558634848345
2005-05-11,17805.058005074858,93635.43639572662,111440.49440080147,-0.003619012289692858
2005-05-12,17065.045271111696,93635.43639572662,110700.48166683831,-0.0066404293873792986
2005-05-13,17385.104774299863,93635.43639572662,111020.54117002648,0.002891220511139325
2005-05-16,17775.089886798818,93635.43639572662,111410.52628252543,0.00351272934169633
2005-05-17,17679.99105813616,93635.43639572662,111315.42745386278,-0.0008535892597930639
2005-05-18,17920.135579254875,93635.43639572662,111555.57197498149,0.0021573336833140555
2005-05-19,18774.82631248771,93635.43639572662,112410.26270821433,0.007661569190147821
2005-05-20,18774.82631248771,93635.43639572662,112410.26270821433,0
2005-05-23,19880.050514508286,93635.43639572662,113515.4869102349,0.00983205781565899
2005-05-24,19850.082396232247,93635.43639572662,113485.51879195886,-0.00026400026191786274
2005-05-25,19890.039887266972,93635.43639572662,113525.4762829936,0.0003520933019478534
2005-05-26,20369.92935459406,93635.43639572662,114005.36575032068,0.0042271522044163845
2005-05-27,20280.024999765923,93635.43639572662,113915.46139549254,-0.0007885975737759177
2005-05-31,19879.650939597945,93635.43639572662,113515.08733532456,-0.00351465951384744
2005-06-01,20150.163153903053,93635.43639572662,113785.59954962967,0.002383050752593041
2005-06-02,20019.90173312984,93635.43639572662,113655.33812885646,-0.0011447970682475495
2005-06-03,19120.05903502776,93635.43639572662,112755.49543075438,-0.00791729374894723
2005-06-06,18959.829495978505,93635.43639572662,112595.26589170512,-0.0014210352979883156
2005-06-07,18270.163200719093,93635.43639572662,111905.59959644571,-0.0061251802178142745
2005-06-08,18459.96128313405,93635.43639572662,112095.39767886067,0.001696055274261532
2005-06-09,18824.77317628112,93635.43639572662,112460.20957200773,0.0032544769963902542
2005-06-10,17904.95173266168,93635.43639572662,111540.3881283883,-0.008179083492019346
2005-06-13,17950.103697530925,93635.43639572662,111585.54009325754,0.00040480372739315484
2005-06-14,18000.050561324333,93635.43639572662,111635.48695705095,0.00044761053942710127
2005-06-15,18565.049484555388,93635.43639572662,112200.48588028201,0.005061105018052459
2005-06-16,18989.797614254556,93635.43639572662,112625.23400998117,0.0037856175609825016
2005-06-17,19154.82205222798,93635.43639572662,112790.2584479546,0.0014652527865897103
2005-06-20,18804.794430763755,93635.43639572662,112440.23082649037,-0.0031033497598177417
2005-06-21,18929.861377702447,93635.43639572662,112565.29777342906,0.0011122971379495805
2005-06-22,19275.094100242513,93635.43639572662,112910.53049596913,0.003066955175074826
2005-06-23,19444.9134371401,93635.43639572662,113080.34983286672,0.0015040168189064396
2005-06-24,18879.914513909047,93635.43639572662,112515.35090963566,-0.0049964377017416295
2005-06-27,18549.865637962193,93635.43639572662,112185.30203368881,-0.0029333675207742216
2005-06-28,18654.95383938353,93635.43639572662,112290.39023511014,0.0009367376966171737
2005-06-29,18185.053744815123,93635.43639572662,111820.49014054175,-0.004184686628878276
2005-06-30,18404.819945506122,93635.43639572662,112040.25634123274,0.0019653482149362134
2005-07-01,18249.784880291387,93635.43639572662,111885.22127601801,-0.0013837442922528531
